id,review_id,stars,text,sentiment
5034393,kbyA6Q56zkV_XXaqDsE0wQ,5.0,Best monte Cristo in the world!!!!!  Crawfish etouffee was awesome also.  Ambiance great- it is almost 200 years old was the first ever African American orphanage.,POS
6071736,3QKELz4LxEIbPzhpLktA2Q,5.0,"I'm a complete newbie when it comes to bicycles but my hubs and I wanted to get into road biking. We had visited Brandywine Bikes on Marsh Road and had many questions where we didn't get many answers. Trek is awesome and made our shopping experience so great. We didn't even know where to start but Dave and Richie were super friendly, informative, and helpful. They had a fancy app that got us fitted for size to select the proper frame. We test road a Domane and Checkpoint to help us decide on the feel and geometry of the bike that was most comfortable. We did not pull the trigger yet since $2900 a bike is a decision that doesn't come lightly but after researching more I'm sure we will be back. Kudos to Trek and their fantastic employees for helping make very new bicyclists feel so welcomed in joining this sport!",POS
3502579,nVvZJZlpJkffvRxP6_hInw,4.0,Great spot found on Yelp! The seafood is as pictured. The flavors are impactful. The portions are small considering we are in the oversized eating society. The lobster was grilled nicely and the salmon was pan seared perfectly. Did not try the table carbs. Fast service during happy hour.,POS
2630930,Z5Z_EPEJIcc2Qstk9yLE6w,1.0,"Really really bad customer services, server try to rush us out, rude 1 hour before they are closed and charge for 18% tips, wish there is a option worse than just one star.",NEG
2479664,0DI7Zg6e4XT0GhaFn74SWw,3.0,"Interesting place... but not really my scene. I went to check a flea market and some vinyl shops and for doing just that it was pretty cool. Otherwise, it seemed very pretentious...more so inviting for trustafarians, skate punks, and hipsters. I felt like I was in a different city. It doesn't seem Philly at all. I might drop in again one day if I'm bored. I thought the food options were a bit overpriced too. I hear they'll be adding on some time... maybe that new stuff will make all the difference.

I have yet to check out some free music over there but I would like to.",NEU
3301796,gX_QjpMlwjv1m2dTBZ-_7A,5.0,"So happy to discover Ms. Piggies Smokehouse!  I ordered bbq chicken and ribs for Father's Day.  Due  to COVID, I placed my order over the phone and picked up curbside.  The customer service was excellent. Everything tasted AMAZING! My husband and kids loved this treat!  We look forward to ordering again soon.  I highly recommend this restaurant.",POS
2386580,fFzPp7OqwHeG_XmZLs3Qvw,5.0,Best restaurant in DE. Can't go wrong with the burro or blackened chicken. Great vibe.,POS
1302383,3351TWevki5-AaT1hPHcPA,3.0,"First time here. Met up with my sister in law and 3 of her out of town friends for lunch. Plenty of parking. I waited for them in the bar area, which is very large. I noticed, (as many others have reviewed) they had a huge draft beer selection. We were seated in the dining room area which was full of large groups of families and friends, likely since it was MLK day/holiday, however it cleared out about an hour after we were there. 
  The design,decor,colors, menus are all fun and funky. Love it.  Great menu choices. I had the magic mushroom which was super. My friends had a couple different pizzas that looked and smelled really good. Hummus was so so. Needed more garlic. My only problem with this place is the ""slow"".  I totally understand that the pizza takes 25 min or so to prepare and bake, but getting a waitress to come to the table at first was very slow, because they seemed to be understaffed for the holiday crowd. Our waitress was great and apologized for the various delays (I believe her name was Maggie). All in all a good first visit and I look forward to trying the pizza and a cocktail next time.",NEU
6136759,-S76rFtYCJq17s515ZP1wg,2.0,"I ordered through door dash after searching for a New York style pizza. They had good reviews so we ordered but when it was delivered, it had raw dough and the pizza is inedible. The pizza maybe better in the restaurant but I wouldn't recommend it for delivery. Ruined our night and we are left hungry. I would skip the delivery and try dining in. Maybe the experience is much better.",NEG
3637522,MHvS1DpKGCJiNDD7KaFIZA,2.0,"The only reason I'm giving this 2 stars is for the atmosphere. BBQ pork was mediocre and my partner's mahi special was over priced, small in portion size, and the sauce was very salty. Come for happy hour and go somewhere else in dinner.",NEG
6685498,z2-0yQtzOqEYYglNx5hftA,5.0,Great place to eat lunch and fill the fridge with great food!,POS
6417747,7_s3pDg0O0NFOX3W6gw00A,5.0,"That is best Chinese food I found in Tampa bay.The restaurant is not that kind brand new but clean and well organized and  family warm.The crew stuff are very friendly.The food is good portion  ,fresh and not grease.
 Do not miss the chalk writing board  menu,that is the more authentic orders in frond area.What amazing is ,so many live seafood available.Tilapia,live shrimp,scallop,jumbo oyster and more.Yum........I am sure to come back. High recommend!!!!",POS
4390070,15n3zIuaDpaRd1BJXUJppQ,4.0,"I nervously called to make a reservation for 19 afraid they would laugh at me and say no but they said yes so fast that it seemed as though they do it all the time (and when we got there there was another tablet of like 30).

great italian food, CALAMARI is to die for, absolutely love it. scrumptious, yum, i could get some right now.

BYOB makes it great for having big groups.

perfect, i love it to go with a bunch of friends",POS
39103,A9e8RHU_zzGI2onNwbcvpg,2.0,"La Casita on first glance looks like it would be a fantastic little Mexican joint, but there was plenty of disappointments on my visit. The service is pretty lousy. I found myself sitting with an empty glass far too often for my liking. The bathroom was filthy, and doubled as a storage closet for the restaurant. There was trash on the floor and it was pretty dirty in general. The food was not too good as well. I had the mission tacos, which were shrimp tacos with a pickled slaw and avocado. The slaw greatly overpowered the fresh Louisiana shrimp, what a shame. My combo came with rice and beans, and they were anything but spectacular. The rice was boring and the beans were salty with no flavor. I would not recommend this to anyone, the restaurant really needs to revamp the food, service, and bathrooms.",NEG
601373,P-PnMxL9OoJ-eZJLMiuZAA,2.0,"Eh, it was ok. Decent bbq, but nothing that really made it exceptional or would entice us to make the drive out.",NEG
6641972,QjLEp7c_bsnb03iBGC6hZQ,5.0,"the food and service is great. Owner Bruce even came by our table to ask if the food was accommodating. Place was very clean, romantic lighting, outstanding servers, and chefs. I asked for a good sushi place and he also directed me to a great place at the outback plaza. Overall great experience and great referrals. Place does get busy so its best to go at an off peak time.",POS
946974,J5_bHgnBEPHng55Nh534PQ,4.0,"I have been to this spa several times in the past and they have never disappointed me. Their massage therapists are highly skilled and the place is just so relaxing. Complimentary drinks and snacks are available before or after your session. I just wish they would expand their facility to include a wet room such as a sauna, etc.",POS
3585592,Cq48rzDmfl0DkRs1XII5nA,5.0,"Found this place while looking for a dim sum restaurant on a day out with the kids. Literally everything we ordered was amazing! Not just good, but the best we ever had! Steamed pork bun and shrimp rice rolls (my personal obsession!) stood out the most. We're coming back next week so my husband can experience Nom Wah as well!",POS
6940891,AfDZrFYBpwDh5CXdMi-h8w,5.0,"SUCH GOOD PIZZAAAAA!!! I was truly impressed. The service is so simple and easy. You wait in line patiently for the cooks to prepare and make your order. You add extras if you want more on your pizza but once that is over then your pizza goes in the oven. That's were the real magic is happening. While you wait, you pay for your pizzas and they have drink specials Monday-Friday (3pm-6pm). Just 10 or 15 minutes of the waiting game, your name is called and the chewy, savory, crispy pizza is all yours. This place is a hit and I will be bring friends to Nashville to indulge in some amazing pizza.",POS
2768467,s7WOMNWbztNWSy0mnGQjOA,1.0,"Today's visit to Mediterranean Cuisine was beyond a disappointment. 

My wife who is in a wheelchair and I have a service dog that we took with us. Immediately when we walked in the Cook and another gentleman came up to us and in very harsh voices told us that our dog is not allowed and we have to take her out to the patio immediately. Even though we planned on eating out there anyways because it was a nice day we still needed to order our food. I politely explained that she is a service dog and even pointed out the patches on her vest she always wears when we take her places. They then told us she is scaring customers. At this point the couple behind us said that she is not scaring them and she is a well trained service dog. I calmly told him that under ADA law she is not allowed to be denied access but he still did not comply and asked us to either leave or take her outside. Not only did we leave but so did the other couple without ordering and it got the attention of the entire restaurant. 

I hope the owners are looking at these reviews because here is the ADA Law (Americans with Disabilities Act) pertaining to service dogs. 

http://www.ada.gov/service_animals_2010.htm",NEG
4391492,Pzrr419UqWc0Ekic6bjYDQ,4.0,Delicious lunch. Oysters were so good. Staff were great and didn't make us feel rushed,POS
5409065,ZAgVerE0E51fnnlckhxMZQ,5.0,"This is definitely the best Indian food in Pinellas county. Everything I've had here is delicious. The service is excellent, always friendly. Big selection of vegan and vegetarian food as well.",POS
5804386,9wjlnbp5UqH0dwzv0fzUBg,5.0,Had a great experience with this business.  They moved me from my condo in south jersey to the second floor of my home in west philly in under 2 hours and for a very reasonable flat rate.  They were able to move me on the day I requested with less than a week's notice.  They showed up relatively on time and worked fast.  Would definitely recommend them and use again!,POS
1243993,oYgHFas6hWwJ_h47a5zHtA,2.0,Expensive transfer fees. I transferred a few guns to them and tracked the packages. I called when they arrived and they always say they aren't there. I usually have to call 3 times for them to finally look for the package so I can pick up my gun. There ammo is pretty expensive.  Its pretty hard to get help unless you wait for at least 5 minutes. I choose to go to other stores.,NEG
2498262,g6C2rnvcbo1p4mmm-J8rGQ,5.0,"It's not a great day when you can't get out of your garage BUT the day gets better when a professional, knowledgeable and polite technician like John A comes out to repair the malfunctioning garage door. It happened on a Sunday morning and having someone come out who explains exactly what needs to be done and actually takes the time to show you the damaged parts was reassuring. John A was that person. Thank you so much.",POS
3877894,Is5K4WU8o96jWEo1xq_4Dg,1.0,"FIRST AND VERY LAST TIME PATRONIZING this establishment!! 

The service was OK as the waitress was a young adult possibly working a summer job... her vibe towards us was as if she was annoyed and didn't want to serve us.

The drink order was messed up from the initial order as there was no further description or explaining by the waitress to assist us in our order as this was our first time there.

When the food arrived it was undercooked (wings were warm and had reddish/pinkish color inside) burger and fish tacos was no spirit to it, very bland and non tasteful. The cooks maybe inexperienced or just didn't care about the product they were presenting.

While we selected this place based on the good reviews from Yelp.... this place should be shut down and the vision reimagined before opening back up!!!",NEG
4514155,zYr7u65S65shi3y8rf8jaA,3.0,"Have eaten here 3 times, there was an issue at out table each time. From food not being cooked to order, to 2 peoples food being forgotten and never brought out. We finally got someone's attention and asked, no idea what happened to their food. They put order in again, the rest of us were done eating before it came out and the meat was still red, it was ordered well. Really should be giving them less than 3. But if you actually get the right order, cooked the way you want it is good.",NEU
2487701,8S3Aylx-qD3ELeaUV1VENg,4.0,"It was very convenient. Only a block away from the hotel. We went early, on a Tuesday at 5:30p, so it was pretty empty. The wait staff was friendly. We had prompt service. The food came quickly. I had Muffaletta. It was really good. The price was good.",POS
1883894,veFwUfMRwSXAZwbCozV7Fg,4.0,I had noticed the sign previously and remembered when my husband lost a boot heel. The store is tucked in a small room around the corner so it took a minute to find it. The employees were friendly and the work was well done and on time.,POS
3012554,zHNwn9eXosxuvtpnnU2mWQ,2.0,"Although I love Tumara and Michelle, I found it too small, hard to get drinks and they were  weak when you finally could get one.  I ordered three bourbon and sevens, and got three different prices, 4.00, 6.00 and 7.00 and they were all rail drinks, and when I brought it to their attention (The girl with the black hair), I was dismissed.  Like, oh well.  
It is hard for me when I go to a bar, when the bartenders make up a price. I have travelled to many different cities , and found that most bartenders KNOW the pricing in their own bar. For some reason I found this intolerable.  Oh well, there are other bars in St Louis who are consistent with their pricing and I suppose that is where I will have to go in the future.   Not a happy customer.",NEG
617391,-aQatDaA6CoRU0rtkdpk5w,5.0,This was my first time getting my nails done at this salon and had  a great experience. I got the gel manicure and basic pedicure and both were wonderful. Tina was my nail tech for both my hands and feet she did an awesome job. Definitely will be back and will request Tina again and again.,POS
6926326,3cZbgr6acdV4Q_YDQ-LNWw,5.0,We were traveling to Santa Barbara in June and decided to give Viva a try.  The service was fantastic and the food was terrific!,POS
873562,Q971p0cLwjLK_K1i7SmGDw,5.0,"My family and I have enjoyed Casa Del Rio once to twice a month going on 20 years I'd say. Have always enjoyed the food, the service. I read some of the negative reviews, I just don't get it. Take out, dine in, always a laid back very enjoyable meal.",POS
5244131,popt7vq-3qZ7qv1xdAvg8Q,1.0,"Seriously the worst run restaurant I've ever encountered. Having worked in various quick serve places myself, I would have been fired immediately if I ever ran a shift as poorly as any one of the dozens I have witnessed here. Lines of people waiting to pay, waiting to be seated, waiting for anyone to even acknowledge they exist... All while management either ignores them completely to keep working on the line (aren't managers not supposed to be stuck in one spot?) or are outside on a smoke break. The phone rings incessantly because they ignore that too. It always seems fully staffed but no one focuses any attention whatsoever on the customers unless they are in the drive thru - and even they wait a lot longer than I would expect them to.

I'm sitting here right now and can see the order screen and drive thru camera. Both empty. Five or six people behind the counter. Yet a line of folks still had to wait ten minutes to pay while one manager went to get a drink and the other ignored them completely. I wouldn't wait that long to pay, I'd just leave. No one would even notice!

I have a high tolerance for BS and this place is really close by, plus I like the food... Otherwise I would never come here. The wait staff is usually very nice at least.",NEG
2806217,qWPR9XUSIZxA0FQu_Chrug,5.0,"We love China moon! Great service and very quickly put together. We frequent this place a lot, and actually give them our business every Christmas because they are open! Great food for great prices. If there is ever anything wrong they are more than willing to fix their mistakes (happened only once in the 627226 times we have ordered from here. We always get their Lo Mein which is amazing, broccoli and chicken and sweet and sour are also some of our favorites",POS
4818078,N3WsOPxrL5t11HuyAkOX1g,1.0,"This apartment complex and their management are complete trash. The entire complex shares a single hot water heater, so water pressure and temperature are gone if someone else decides to shower, use the faucet, or flush the toilet while your showering. There is a recurring history of black mold in EVERY apartment. The prices constantly rise without notice. If your neighbor smokes meth or pot, the smoke WILL travel into your apartment, and neither Mary Zdraljevic
the Property Manager or Alison Gorelick the owner will do anything about it. They steal your security deposit to ""recarpet"" the apartment with no proof of who carpeted it or how much it was. Gorelick Real Estate is all con artist and liars. Read the reviews, do your homework.",NEG
1435116,hx0tW3h4lMfQSQJWA7SiFg,4.0,Stumbled across this place while walking. Decided to check it out and what a find!  With no reservation on a Friday night we were welcomed right in and seated immediately. Nice menu and nice wine selection. Not over priced but nice smallish portions letting you leave not overstuffed. Creative food that tasted great. Will return.,POS
2110829,d_wPrSxa9AdYNBsD12lrJA,2.0,"I am curious to see how the genius behind the shop's twitter account burns his parvenu brand to respond to this not-glowing review. In addition, of course I am sharing my valuable experience.

My visit on 8/3 with a friend out of town was ok. Nothing really stood out as excellent. $10 was a bit much for a sandwich I can barely remember.  I recall some pulled pork, and bread, maybe flavor. I have made much better in my slow cooker at home with my internet recipe.
There was a lot of fussing over the clogged sauce containers. They are also cash only, which I don't understand these days.",NEG
827057,xTmfmUdWJs-ZIB7RmcHl1A,2.0,"Very busy this morning, so we sat way in the back near the kitchen window.  Only two waitress, so the kitchen was stacking food plates in the window and the food was getting cold before being served to the table.  Our eggs were cold when the plates arrived.  Almost impossible to get a coffee refill.  I felt sorry for the waitress, running all over the cafe to try and serve everyone.  Taking money from customers, then serving food, without washing hands.  Some customers waited a long time to place an order or get the first cup of coffee.  
Also noticed dried food on the table top.  Some of the condiments at the table had expired dates for last year.  Overall, food was good and at a fair price.  Poor service.",NEG
6863287,dybxNYw19KXQ06H6_QUfEQ,3.0,"Stina was ok. The wait staff was wonderful and really explained the menu well. The best thing I ate was the octupus and the baklava. The octopus was perfectly cooked and plated beautifully. The baklava was light, crispy and flavorful. Everything else was fine, but not all that exciting in terms of taste. I felt like the chicken shawarma was pretty bland. It needed salt badly. The chocolate tahnini cake was a nice idea, but it was too dense and the tahini part wasn't all that flavorful. The boreks were nicely presented, but again kinda bland.  The cauliflower itself was very bland and so was the pesto sauce. Tbt, I was kinda disappointed.",NEU
4716147,iPdcujYWQ6lhfSoeeMLqtA,5.0,"Omg I'm hesitant to write a glowing review because all of you reading this review will impact my future wait time to get a table. Having said that this place is amazing. Great location, great wait staff and amazing food. My omelet was perfectly cooked ( wasn't overcooked which happens more often than not when eating out) with fresh ingredients. The menu is eclectic so there is something for everyone. 

Come enjoy - you won't to be disappointed.",POS
2759805,DAvnGlZ-q-KCvBoaz6tyYw,4.0,"When we heard Salsa Verde had a salsa bar, there was no question about where we were going to dinner.... except that they don't actually have a salsa bar anymore and it's now a sit down restaurant, which was a bit of a let down. They do give you chips and salsa for your table though, and the fajita salad I had was very filling and good. My husband thought the tacos were pretty standard, but I think it's because he had his hopes on dressing his tacos up with the salsa bar that is no more. Salsa Verde, everyone loves a salsa bar!",POS
5324726,rUWcOqM5mWnFkCjOxI_rng,4.0,"Learning to really appreciate this place. The food is Asian/Korean fusion and packed with basil and spicy flavors.

I recommend the fried rice and PB burger.

It's open late and has self-serve water with plenty of seating.",POS
838232,2O-exUXtIsDGXlX0BbGr3A,5.0,"This is one of my favorite restaurants in New Orleans. The oysters are good, the severs are great, I've never waited a long time to get food even when I've come with a party of 20. Lastly I don't ever leave without the bread pudding.",POS
4939214,500xLCviUjqfxYmUx5P5Xg,5.0,"Went there for lunch. I liked the ambience of this place, and it's a relatively ""big"" restaurant comparing to some other tiny center city restaurants. 

The food was fantastic. The Nashville hot bun was spicy and tasty, will order it again next time. I had Pastrami patty melt, it came in a big portion. The sandwich was soooo good, it had lots of flavor and cooked just right. 

For the service, our server was very nice and attentive. My friend and I were well taken care of.

I will definitely go back for dinner and their drinks!",POS
5221531,4X-KSEVdsqWNMmYqJDbgQA,1.0,"When I walked into Einstein Bagel 5 associates stood behind the counter. One person was making espresso while the others giggled and held there ears at the screeching steam.  Two of theses associates stood behind the bagel area.  A group of individuals came in behind me for coffee, walking ahead to the register.  With that the associate behind the counter pointed and said, without making any eye contact, ""You have to order over there"" At no time were any new customers greeted.  I understand now why reviews are so poor for this location.",NEG
3368325,Qho7hOM7NjWXuEvooXnuEw,1.0,"Went there for a very simple tattoo to homage a relative which is dying. My plan was to visit this relative this year while she's still alive and show her the tattoo, which I promised her I'd do before she dies. 
Since I just moved to the St. Pete area, I found the studio searching the internet and picked up an artist from the pictures I saw on the portfolio. When arriving there with the picture of my planned tattoo printed in paper, they asked me to send it via email, which I did immedatelly. 
The first artist simply didn't want to make my tattoo ""because it was a cover-up"" of a previous one I have. Then he sent me to ""another artist of the studio"", who also asked me to send the same picture of the tattoo I had in mind (I showed him the printed picture beforehand). He agreed to do it and told me he'd send me emails to communicate with me about it, which I never received. Then, I paid the deposit for him and scheduled the next time to see the guy, for the drawings. Every time I called the studio to confirm he'd be there, he wasn't. So, today, after I called the studio again to confirm to see him, the receptionist just said the second guy also didn't want to make my tattoo and would refund my deposit. After weeks of him having agreed on doing it. We're talking about a simple tatto of a HOUSE. I didn't come up with anything offensive and I was really polite and patient the whole time.
The tattoo I'm planning to have is really simple and the only difference from the usual processes is that's a cover up. I really don't understand why they left me all this time waiting and without any sign of communication, since I even paid a deposit.
I might not have time to show the tattoo for my elderly relative due to the time I wasted with them. It seems like one of those shops that either you're a friend of them or a hot girl. Otherwise, they'll treat you like totally disposable. 
If you're not a friend of the artists there or a hot girl, do what they suggested me themselves when refusing on doing my tattoo. ""Search for another shop"".",NEG
3381295,32WvOGZ5sC5LgHb1WbuguQ,1.0,"This has become the worst car wash in the Delaware Valley. People are rude and your car doesn't get washed for $17
Just got my car detailed two weeks ago and bought the $17 wash (the best wash) some brake dust was on the wheels. After the wash, the brake dust was not even half cleaned off. I mention this to one of the gentleman working there and he said there's nothing they can do. Even though I bought the top wash that's supposed to clean your wheels it doesn't clean your wheels. A total waste of money
This car wash has been going downhill since they fired everyone last year just to go almost totally automated with a few idiots answering questions. 
I'll never go back. Try the car wash at the gas station in Wayne or the car wash in Berwyn  much better wash with a positive interaction",NEG
4047382,2WCBrACFdAywnsLYsA6bDw,5.0,"They always make my drinks perfectly here! The barista Kay especially was so so nice! I was so frazzled getting my drink size wrong, but Kay was so sweet and understanding!  Thank you so much Kay!! You're awesome and made my day!!",POS
1131257,LbdOmNsakyZSRTdM4PS8rw,4.0,"this is one of the smaller tjs.  but its trader joes.  I get what I get and I like it.  checkout clerk was nice.  

I didn't notice a crowd at all - I was there on a Tuesday at 5pm.",POS
1011366,lLVZdm7oUqFVElR0HmVdbg,5.0,"This town is brimming with places wanting to have the ""best burger,"" each one bigger and juicier than the next. Enter Brothers, which *really does* have the best burger, hands down (sorry Gabby's, Jack Brown's -- I do love you but Brothers is where I'm heading). Yes, the ambiance is a bit plain, the music a bit loud, and the traffic on Bransford Avenue is nuts at some times of the day -- but, the burgers are the real deal! The beer is good too, and the folks that run the place obviously love what they're doing. This one gets 6 stars from me.",POS
5056887,KkDGIGRMsG4tEygoyKYeLQ,2.0,The pizza is OK if you like marinara sauce to have a distinctly sweet flavor to it. I like a more full-bodied savory marinara flavor. And then the weird honey on the table? I guess this place is for folks who have to have everything taste sweet. Not for me.,NEG
4841028,n6jywzPogwBrtM_BumcNZw,5.0,Everything here is amazing. You can't possibly go wrong. We're from here but have lived multiple places over the years. No place from here to Texas compares to Little Anthony's.,POS
1365996,InCF5YRDJg1lnm8zR-pB_w,4.0,"I pass by this joint literally every day! I never knew that it could be good. It's definitely a hole-in-the-wall based on outside appearance. Located on Earhart, next door to the Daiquiri place, It looks small and uninviting in an obnoxious red building. I step inside and I'm surprised! It's a cute sushi place! There's about seven booths and four or five tables maybe? Very small but cute. 
Our server had a great personality. The menu had pictures --- very enticing to a hungry crowd. None of the appetizers were special or different from your regular sushi joint. I went with my classmates and we ordered almost instantly based on pictures. We got Gyoza, Asuka Roll, Louisiana Roll, and the Saints GO go go roll. Gyoza was delish, you can't really go wrong there. The Saints go-go-go roll was fresh, delicious and perfectly sized
Unfortunately, our hungry eyes did not notice that Louisiana Roll and the Asuka roll are practically identical. The Louisiana Roll just had shrimp tempura and the Asuka does not. There's a $4 difference too... I would rather two Asuka rolls instead of paying extra for that shrimp - I could hardly tell it wasn't in the Asuka roll. I'm not used to eating fried rolls, but this roll was good! It had a good flavor combination with just the slightest hint of spice. 

Based on location (right next to school), and super fast service (we were in and out in 30 minutes), I would definitely return again and again. I would like to come back and try different rolls and appetizers.",POS
95370,q3kcD1foEHEyarEl5l4gtg,5.0,"This is such a cool brewery/distillery. The building alone is amazing, but drinks & food are top notch. When family is in town this is definitely a place to show off.",POS
2511821,T6qJHOUWMN2EhwKrl8KhsA,1.0,"Food is decent, but parents BEWARE. Not child or baby friendly. Two times they would not allow me to bring a stroller (with a NEWBORN) and expected me to hold her my entire meal. The food isn't worth the headache. 

Go a few doors down to The Sutler. Not only did they let us in 10 mins early, but were overly accommodating.",NEG
3357831,_xiJSFBS60wL4HHNzw47-g,5.0,"Moses and his team are amazing auto stylists. They are fast, meticulous at a very good price. And some of the nicest people you'll ever meet. Once you drive ontology that lot .... you become family.",POS
6011207,VnJKqLNdj7oZ_9UUxBh0Xg,4.0,"Went to Crabby's Sunday evening for dinner with the family. No wait for a table. The food was delicious. Our waitress, Michele was courteous,and quick with our requests.",POS
2306923,uevOjXys_AlhYaE2S68sgQ,5.0,"I'm from San Francisco and this place reminds me of home! It's my go to place. The street corn is the BEST and you can't go wrong with any of their tacos! My favorite is carne asada. Deliciousness. 

The vibe and energy of the place is perfect and welcoming. I can't wait to go back!",POS
4671849,v-0qBWtwtTWYuRkwrjwSRA,5.0,"Love this place!  First visit yesterday after having been with same eye doctor since in my 20s, I'm soon to be 55.  Couldn't be happier!  Although I really loved prior eye doctor and lab technician, their transition to Ossip left my family less than satisfied in our total eye care.  Heidi Rich is wonderful, smart, kind and caring.  Office staff at Best In Sight clearly enjoy their work.  Holly, the poor optician that had to endure me any my weirdness, did so with a smile and made me feel very welcomed and comfortable.  I made the right decision coming here.  Excited for family to have their first exams, I know they will be equally pleased!",POS
5159995,uhzrHgXErTg1UitL7ua_Vg,4.0,"Really excellent pancakes and diner food - however it is smokey which drives me nuts - especially if i'm hungover! Very much a local diner feel, not a brunch type establishment. I would suggest going here if you are wanting a ""greasy spoon"" type breakfast or other diner fare - did I mention the pancakes rock?",POS
4680638,_8PJhIX0q8NJMtJtI4uGkw,4.0,They are decent for grooming & great selection of treats & leashes. They MAY have lost my dog's collar. They never got back to me after saying they'd check. Still this place is solid & a cool vibe here.,POS
2944199,DmbuT2MRhpo-WAXh70u8CA,2.0,"...here's the story ...this was my girlfriend's favorite restaurant, so, for her birthday, i made a reservation (it was this past saturday 5/13, i took the first reservation of the night, 4:30pm) ...it was also a surprise party for her, her friends were going to arrive early and have everything set up when we got there ...when she and i arrived at the restaurant, her friends were'nt at a table, they were still in the lounge waiting for a table (even though the restaurant clearly was'nt even half full) ...so: strike 1 ...after another 15 minutes, they seat us on the third floor ...our waiter was very nice & professional at first, but soon became abrupt and rude, eventually not returning to our table at all, even though we could plainly see him still working in the area (my theory: none of us drink, so when there was'nt going to be any liquor on the bill, i think he lost all interest in us...and let me just say, we are not at all a rowdy or rude bunch and did nothing to deserve being shunned, plus, we're not cheap, he would've received a very generous tip from our group) ...the waiter from the other table ended up picking up our waiter's slack, he was great (we never got his name; tall, bald, white guy w/ glasses) ...this was strike 2 ...near the end of our meal, but WHILE WE WERE STILL EATING, the waiter brings our check, never asking if we wanted desert or coffee or anything, we thought this was strange but ignored it ...soon after, one of the hosts comes to us and says; ""we're sorry, but, we need to relocate you because we have a surprise party booked in this section and they're getting antsy, they want to get up here and get ready"" (we had been there for barely an hour) ...wait, so, you want us to move in order to give our table to this other group so they can set up their surprise party, when you did'nt even do that for our group, plus, we are still eating??? ...not wanting to cause a stink, we begrudgingly obliged, they took us down to the first floor bar and put us at that tiny table right next to the busy server's station (even though along the way, i saw many unoccupied tables 
 on the 3rd and 2nd floors) ...apparently, for some reason, that other group's surprise birthday party was way more important and deserved way better treatment than ours ...strike number 3.

...the only saving grace: one of the managers, brian, was very apologetic and attentive to us, offering us drinks n' stuff ...at one point while he was clearing our table, we were in the midst of talking about our experience (the rude waiter, being chased away from our table, etc) and he overheard us ...a couple minutes later, another manager (i forgot her name; young curly-haired white girl) came to us and told us they'd be comping our entire meal ...while we appreciated the gesture, and even though we got free food, honestly, as an experience, our night was soured, we really felt treated like second class citizens ...the next night, my girlfriend said to me; ""they're not my favorite restaurant anymore...i will never go back there."" 

...i was in the business for over a decade, i know everyone has an off night ...but damn. 
...comping our meal was the only reason i gave 2 stars, otherwise it'd've been 1.",NEG
6679964,mu2MjAg8QfpB9KVRkas0dg,4.0,"I snatched up a Groupon for this activity. Grabbed my activity buddy, signed some waivers and sailed on. It was my first time doing such, however, I enjoyed every minute of it. Pedaling down the water, was very refreshing and relaxing. The rays of the sun beat down on us as we chatted and pedaled along. The breeze in Tampa Bay whispered passed us while we enjoyed the great views of Straz Center and University of Tampa. 

There were some boaters out and about soaking up the sun as well. It was a perfect day for such wonderful recreation. 

The young man who was on deck was very nice. He did show good hospitality by offering us a bottled water before sailing. We took the water, my only complaint was, it was not cold. Anywho, I highly recommend this experience as something new. I would also recommend better seats for the bikes. Although they feel soft to touch, after riding for a while, your bum starts to hurt. I was a little sore the next day. LOL. But I am ready to go back again. They also offer bi-yaks (pedal kayaking) which is what I look forward to trying out on my next visit.",POS
5833274,3REYChSiBtb2-WznNAz74g,5.0,Great trendy home decor shop... Excellent style and trends... But bring your credit card with a high limit - these pieces are no joke when it comes to price.,POS
4404077,yj7d6w1-Um8D7kWcV7FaHg,4.0,"I always enjoy myself when I come to Pinewood Social friends. It is a hidden apot that most would not know exist unless througj word of mouth. The cocktails are great and unique from other local places. I had the ""No Hard Feelings"" which was really good.  Nathan our bartender was friendly,  energetic and even entertained by singing to our group.  Pinewood also had one of the best views in the city. It's a nice place to grab a drink or dinner before or after a show at Ascend Amphitheater",POS
3295440,Kyz8bqHZAhO7FBLznhjeAg,5.0,"So glad to finally have eaten here! After a morning hike, a group of us were starving and two people were craving middle eastern/Mediterranean food and all 4 of us wanted to try somewhere we had never been! We ended up choosing Taste of Persia and this did not disappoint. We started off with the sampler for 4 of us, then ordered the king platter main meal along with extra rice, naan bread and chicken tikka masala sauce. We also ordered a dish of butter chicken. Ample food for 4 people and all of us left extremely pleased.  Can't wait to return!",POS
1632601,dIzwPRUwVmpnmuu7g53hBw,4.0,"The staff was super nice at Indigo, and gave recommendations of things to do around S.B. The train station being nearby is a PLUS, as we rode the train from L.A. and didn't have to go far with our bags. We only heard a train once, at around 5 in the morning. What, I don't have work to get up for? Who cares if I'm in a romantic, little modern hotel, with comfy beds and beautiful views, and I'm awakened at 5 in the morning. I can go back to sleep! I like the library and the groovy art spread around the hotel, and I loved the public balcony that felt private, looking over the water. We spent hours just enjoying that balcony on the cozy outdoor bed, enjoying the vibe.",POS
3115156,4POUS3Q1gwImvceeypn6xg,5.0,"Fabulous all around.....service, food, atmosphere. While dining, we made a reservation for lunch tomorrow!  That great!  Too many great menu items to mention. You will not be disappointed!",POS
